Pelipper | PepperBird
Amoonguss | Immovable object
Grimmsnarl | Prankster
Meowscarada | Tera User
Iron Moth | Booster Energy
Salamence | Intimidate
Flutter Mane | Grandpa
Arcanine | Hubert
Meowscarada | Lucky Plant
Hariyama | ClideTheWide
Amoonguss | Cordyceps
Palafin | Orumaito
Arcanine | Akamaru
Kilowattrel | Milo
Brambleghast | Sandyghast
Flutter Mane | Symthis
Qwilfish | Hiro
Flutter Mane | Grandpa
Arcanine | Hubert
Meowscarada | Lucky Plant
Hariyama | ClideTheWide
Ting-Lu | Fissure
Meowscarada | Tera User
Iron Moth | Booster Energy
Salamence | Intimidate
Lucario | IDK WHAT ELSE
Hydreigon | idk man
Brute Bonnet | Sus
Chi-Yu | Fsh
Great Tusk | Great Task
Appletun | apl
Jumpluff | Tobias
Amoonguss | Memphis TN
Corviknight | Mercury
Kingambit | Roronoa Zoro
Murkrow | Tweakers
Wo-Chien | Wo-Chien-Goobs
Murkrow | Murk Goob
Rotom | Rotom-Goob
Great Tusk | Great Goob
Amoonguss | Manuel
Brute Bonnet | Annoying Piece of-
Annihilape | Dead Black Man
Abomasnow | US president
Iron Hands | overweight
Azumarill | zoomie
Glimmora | Filmora
Grafaiai | Yip
Slaking | Yawn
Mimikyu | Pin
Torkoal | Canyon
Talonflame | Peking Duck
Kingambit | Gambler
Chi-Yu | Hell-Fish
Iron Valiant | Valant
Azumarill | zoomie
Palafin | buenos dias
Amoonguss | Imposter
Dragapult | OMG
Palafin | Dozo
Dragapult | Dnite
Amoonguss | WoChien
Flutter Mane | Mimi
Mimikyu | Pin
Iron Hands | Medi
Torkoal | Canyon
Garganacl | Pixel
Palafin | Homelander
Chien-Pao | Leg snake
Baxcalibur | BURN HER!
Gyarados | Offensive Threat
Glimmora | Filmora
Flutter Mane | Itachi Rin
Mimikyu | Pin
Iron Hands | Medi
Hatterene | rips
Garganacl | Pixel
Ting-Lu | THE GOAT
Iron Hands | better incin
Arcanine | big dog
Klefki | hear me out
Ting-Lu | Masked statue
Chi-Yu | John goldfish
Iron Hands | Thick
Rabsca | Garry
Iron Bundle | Wooper's frien
Flutter Mane | tired misdreavus
Chi-Yu | fish
Amoonguss | Ungaboongus
Farigiraf | Lady Kubwa
Hariyama | Suki
Tsareena | Maria
Azumarill | Bubbie
Chi-Yu | Liyuu
Iron Bundle | 包袱包袱
Chi-Yu | Filet-o-Fish
Dragapult | Yeet the Child
Tatsugiri | SUPREMACY
Talonflame | Walmart Moltres
Maushold | TRANS!!!!!!!
Annihilape | angy >
Maushold | TRANS!!!!!!!
Annihilape | angy >
Flutter Mane | tired misdreavus
Chi-Yu | fish
Tyranitar | giga2
Gyarados | slime
Flutter Mane | blu
Maushold | TRANS!!!!!!!
Annihilape | angy >
Flutter Mane | tired misdreavus
Gyarados | Shenron
Iron Bundle | Wooper's frien
Flutter Mane | tired misdreavus
Chi-Yu | fish
Amoonguss | Ungaboongus
Lilligant | TT
Torkoal | Breakthrough
Flutter Mane | Mischief
Maushold | TRANS!!!!!!!
Annihilape | angy >
Chi-Yu | fish
Chien-Pao | Frankie heffley
Sandy Shocks | Magnum opus
Ceruledge | King dice
Ting-Lu | Bowling bowl
Flutter Mane | 祖母綠
Murkrow | 真黑
Wo-Chien | チオンジェン
Ting-Lu | ディンルー
Glimmora | キラフロル
Flutter Mane | ハバタクカミ
Flutter Mane | Mischief
Palafin | OG FLIPPER
Amoonguss | Sussy
Sableye | Sponge Bob
Ceruledge | Plankton
Corviknight | Eugene Krabs
Iron Hands | Patrick Star
Flutter Mane | Ribbons
Wo-Chien | Live Reaction
Ting-Lu | I need the loo
Amoonguss | Sussy
Tinkaton | Boyt 2
Volcarona | Boyt 2
Rotom | dont miss
Dragonite | Minecraft fan
Meowscarada | Meow the Scarada
Crabominable | Billy
Amoonguss | Leader
Baxcalibur | Zillagod
Iron Bundle | 包袱包袱
Iron Hands | tonx (bomber)
Talonflame | wolfey
Murkrow | Average E-girl
Chi-Yu | Jefdafish
Gholdengo | Gold boi
Ceruledge | Sword boi
Dachsbun | Sailor Venus
Tsareena | Sailor Moon
Espathra | Sailor Pluto
Roaring Moon | 鬼月
Iron Hands | 金刚
Flutter Mane | 亚梦
Chi-Yu | 天道
Flutter Mane | Dark Magician
Indeedee | Rem
Armarouge | AstroBoy
Hydreigon | 3 Heads
Meowscarada | Riko
Krookodile | Toph
Indeedee | Joy
Flamigo | Amigo
Iron Bundle | Arthur
Chi-Yu | fish
Garchomp | fissh
Glimmora | fish?
Iron Bundle | eat fesh
Flutter Mane | Lando-T
Baxcalibur | Godzilla 2
Talonflame | Smogon Bird
Bruxish | WTF
Palafin | El Zapillo
Arcanine | good boi
Gastrodon | GROHAHSHSHSH
Rotom | IRON MUGULIS
Tyranitar | Great Tyrant
Gholdengo | Denga
Iron Bundle | Gifuto
Great Tusk | Lyuba
Vivillon | Psyché
Scatterbug | Momo's Dinner
Bronzong | Toph
Arboliva | Hei Bai
Scatterbug | Momo's Dinner
Bronzong | Toph
Arboliva | Hei Bai
Arcanine | Iroh
Roaring Moon | I’m like a bird
Flutter Mane | Cancer
Gallade | Occam
Magnezone | Alexi
Scovillain | Jasonnnnnn
Tauros | Jasonnnnn
Gyarados | Jasonnnnn
Maushold | Jasonnnnn
Roaring Moon | Jasonnnn
Gyarados | Jasonnn
Electrode | Jasonnn
Maushold | Jasonnn
Gholdengo | Annihilape2
Maushold | Mausmaus
Chien-Pao | Chien-Poo
Dragonite | Salamance
Abomasnow | Snow Biden
Annihilape | Ape Tyson
Ting-Lu | Ting-Louie XI
Arcanine | Barking Moon
Baxcalibur | Buck
Ting-Lu | Oh Deer
Arcanine | Good Boi
Palafin | Jotaro
Flutter Mane | Lando-T
Baxcalibur | Godzilla 2
Talonflame | Smogon Bird
Bruxish | WTF
Garchomp | shark week
Chi-Yu | halley
Flutter Mane | miss
Amoonguss | think
Flutter Mane | Wendy
Talonflame | Betsy DeVos
Amoonguss | Crewmate
Palafin | Tanjiro
Annihilape | Suzaku
Gallade | Occam
Magnezone | Alexi
Iron Bundle | Kris Kringle
Amoonguss | Moongus
Amoonguss | Moongus
Roaring Moon | 鬼月
Iron Hands | 金刚
Maushold | 无尽战神
Chi-Yu | 天道
Pelipper | The Jordan of VGC
Flutter Mane | Darth Vader
Floatzel | El Nadador
Iron Hands | obligatory Paradox
Iron Bundle | Big Sack
Flutter Mane | Long Hair
Garganacl | Fildrong
Salazzle | Smh a dragon
Amoonguss | Moongus
Corviknight | bird
Palafin | hero
Pelipper | blue
Gholdengo | bank
Pelipper | The Jordan of VGC
Amoonguss | Immovable object
Floatzel | El Nadador
Iron Hands | obligatory Paradox
Amoonguss | Moongus
Pelipper | The Jordan of VGC
Flutter Mane | Darth Vader
Floatzel | El Nadador
Gholdengo | Unstoppable Force
Chi-Yu | Sunspot
Iron Hands | Bishop
Farigiraf | Enchantress
Amoonguss | Hazmat
Glimmora | Filmora
Flutter Mane | Itachi Rin
Chien-Pao | Bundle
Dragapult | Dnite
Amoonguss | WoChien
Arcanine | ChiYu
Sunflora | Sunny Bono
Torkoal | NatKing Koal
Hatterene | Irene Cara
Flamigo | MigoStrvnsky
Pelipper | The Jordan of VGC
Flutter Mane | Darth Vader
Floatzel | El Nadador
Gholdengo | Unstoppable Force
Great Tusk | Inosuke
Chien-Pao | Kokushibou
Dragonite | Zenitsu
Roaring Moon | 鬼月
Maushold | 无尽战神
Flutter Mane | 亚梦
Chi-Yu | 天道
Wo-Chien | PageKnight
Torkoal | Abrams
Great Tusk | Curvedbeast
Murkrow | Fool
Amoonguss | Kikoken
Arcanine | Falcon Punch
Flutter Mane | Soul Fist
Palafin | Totsugeki
Palafin | Australia
Arcanine | China
Amoonguss | Spain
Ting-Lu | Canada
Meowscarada | Riko
Flamigo | Amigo
Dondozo | Dino
Tatsugiri | Delta
Arcanine | good boi
Gastrodon | GROHAHSHSHSH
Rotom | IRON MUGULIS
Corviknight | IRON BIRD
Great Tusk | 嶑嶼
Flutter Mane | 祖母綠
Chi-Yu | Yui
Murkrow | 真黑
Palafin | Aquaman
Flutter Mane | Casper
Iron Hands | Sumo
Great Tusk | 嶑嶼
Flutter Mane | 祖母綠
Iron Bundle | 請訂閱馬卡洛妮
Chien-Pao | 這是雪豹
Garchomp | Chompa
Gyarados | Jaws
Flutter Mane | Lilith
Garchomp | Chompa
Gyarados | Jaws
Flutter Mane | Lilith
Iron Hands | Riley
Great Tusk | Elon tusk
Scream Tail | Riju
Chien-Pao | Tai Lung
Dragonite | Falcor
Ceruledge | Xehanort
Maushold | Mausmaus
Chien-Pao | Chien-Poo
Dragonite | Salamance
Gyarados | La Gamba
Scizor | ReyOscuro
Amoonguss | Cordyceps
Farigiraf | Lady Kubwa
Hariyama | Suki
Dragonite | Big Bertha
Azumarill | Bubbie
Tyranitar | Noms
Garchomp | Chomps
Arcanine | Fluffy
Sandy Shocks | Dill Dough
Palafin | OG FLIPPER
Chien-Pao | Diego
Flutter Mane | Lilith
Chien-Pao | Diego
Gyarados | Jaws
Flutter Mane | Lilith
Iron Hands | Riley
Garchomp | Chompa
Chien-Pao | Diego
Gyarados | Jaws
Iron Moth | Soul of Cinder
Noivern | Nargacuga
Tauros | Dripros
Maushold | Gaming
Oranguru | VBL
Dondozo | Tom
Copperajah | ACAB
Flutter Mane | Lizzo
Maushold | Gaming
Tatsugiri | Jerry
Oranguru | VBL
Sableye | Annoy-o-tron
Iron Treads | Tuskor
Tauros | Dripros
Ting-Lu | Dawg
Garchomp | Chompa
Talonflame | Phoenix
Flutter Mane | Lilith
Iron Hands | Riley
Garchomp | Chompa
Talonflame | Phoenix
Flutter Mane | Lilith
Iron Hands | Riley
Garchomp | Chompa
Talonflame | Phoenix
Flutter Mane | Lilith
Iron Hands | Riley
Maushold | Walt Disney
Amoonguss | Impostor
Annihilape | Tarzan
Flutter Mane | Felicia
Palafin | Dozo
Dragapult | Dnite
Arcanine | ChiYu
Flutter Mane | Mimi
Flutter Mane | Yoda
Gholdengo | C3-P0
Arcanine | AT-AT
Palafin | Luke
Flutter Mane | Pearls
Scream Tail | SSJ3 Jiggly
Chi-Yu | Chi-Chi
Palafin | ALLMIGHTU
Iron Bundle | Kowalski
Greedent | God Squirrel
Iron Hands | Patterns of Force
Ting-Lu | Home Soil
Clawitzer | the Omega Glory
Spiritomb | Timescape
Iron Hands | Patterns of Force
Ting-Lu | Home Soil
Clawitzer | the Omega Glory
Flutter Mane | Yoda
Wo-Chien | Jabba The Hutt
Gholdengo | C3-P0
Palafin | Luke
Amoonguss | WoChien
Flutter Mane | Mimi
Palafin | Dozo
Dragapult | Dnite
Amoonguss | WoChien
Flutter Mane | Mimi
Muk | Kum
Torkoal | Coal Miner
Great Tusk | Babar
Roaring Moon | Hard Carry
Breloom | GOAT
Chi-Yu | Chi-Nuke
Baxcalibur | Dollar Store Sword
Flutter Mane | Flutter Butter
Iron Treads | Treadn't
Talonflame | Talonbird
Chi-Yu | Mr. Fish
Slither Wing | Siméon
Flutter Mane | The VVitch
Corviknight | Blue Bird
Chien-Pao | Meow
Glimmora | Glory Hole
Ceruledge | SICKO MODE
Iron Bundle | Kowalski
Iron Hands | Will Smith
Farigiraf | Palíndromo
Gyarados | Skullkraken
Scizor | Snip Snip
Dragonite | Lighthouse
Espeon | Emerald Kitty
Gholdengo | Cuadrado 3-2
Chien-Pao | Fagioli 2-0
Gyarados | Marchisio 2-1
Kingambit | Ronaldo 2-1
Flutter Mane | Yoda
Wo-Chien | Jabba The Hutt
Arcanine | AT-AT
Palafin | Luke
Flutter Mane | 24Cinderella
Palafin | </3 Mermaid
Corviknight | Baka Mitai
Iron Hands | x3 Shine
Chien-Pao | Bing Chiling
Iron Valiant | Love Wins
Gyarados | Rage
Ting-Lu | The Deer
Dragonite | Kulkulcan
Palafin | Held der Steine
Armarouge | Kaboom
Indeedee | Quaso
Kingambit | Gambler
Chi-Yu | Hell-Fish
Dachsbun | Buns
Chien-Pao | Bundle
Dragapult | Dnite
Amoonguss | WoChien
Iron Jugulis | Kostic 1-0
Garchomp | Higuain 3-2
Chien-Pao | Fagioli 2-0
Gyarados | Marchisio 2-1
Lilligant | TT
Torkoal | Breakthrough
Flutter Mane | FANCY
Dragonite | Espresso
Amoonguss | Whisper
Arcanine | Wobble
Flutter Mane | GrimReaper
Kingambit | BadGuy
Ting-Lu | Wickie
Amoonguss | Lui
Iron Hands | Rox
Chi-Yu | Sam
Chi-Yu | Chi-Who?
Gholdengo | Annihilape2
Maushold | Mausmaus
Chien-Pao | Chien-Poo
Iron Jugulis | Kostic 1-0
Garchomp | Higuain 3-2
Gholdengo | Cuadrado 3-2
Gyarados | Marchisio 2-1
Indeedee | stay calm
Slither Wing | Siméon
Great Tusk | Manny
Corviknight | Blue Bird
Slither Wing | Siméon
Great Tusk | Manny
Corviknight | Blue Bird
Chien-Pao | Meow
Hatterene | Silembrim
Indeedee | Servol
Dondozo | Heerashai
Scizor | ReyOscuro
Amoonguss | Cordyceps
Ting-Lu | Bambi
Ceruledge | z saber
Gastrodon | race war
Iron Hands | oro
Flutter Mane | riley bina
Lycanroc | Roxie
Amoonguss | Sus
Kingambit | Isshin
Arcanine | ウインディ
Hatterene | Silembrim
Indeedee | Servol
Kingambit | Gladimperio
Dondozo | Heerashai
Flutter Mane | La Pelos
Chi-Yu | Nemo
Chi-Yu | Nemo
Chien-Pao | The Rank Master
Roaring Moon | The Peckish
Flutter Mane | La Pelos
Chi-Yu | Nemo
Dragonite | Sucare
Amoonguss | 0rispetto
Chien-Pao | Giovanni
Palafin | Palle
Gholdengo | Ficello
Grimmsnarl | Tonsurephobia
Veluza | Fish Gallade
Zangoose | High on Fumes
Gholdengo | Ficello
Noivern | 2019 Hater
Veluza | Fish Gallade
Zangoose | High on Fumes
Gholdengo | Ficello
Grimmsnarl | Tonsurephobia
Veluza | Fish Gallade
Zangoose | High on Fumes
Meowscarada | Dog
Gastrodon | Jaiden
Hatterene | Silembrim
Indeedee | Servol
Dondozo | Heerashai
Tatsugiri | Nigiragi
Klefki | Vault-TEC
Iron Thorns | Shinra
Cryogonal | SCP-3799
Crocalor | Wario Ware
Iron Jugulis | Black Mesa
Iron Thorns | Shinra
Muk | Soylent
Crocalor | Wario Ware
Amoonguss | mogus
Great Tusk | Manny
Pachirisu | Ratulí
Torkoal | Termineitor
Scovillain | Ortega y Gasset
Tyranitar | this team sucks
Lycanroc | u drafted this fr?
Palafin | damn so bad
Noivern | actually goated
Palafin | OG FLIPPER
Garganacl | overrated asf
Tyranitar | this team sucks
Toedscool | guess who's back
Palafin | damn so bad
Garganacl | overrated asf
Tyranitar | this team sucks
Lycanroc | u drafted this fr?
Noivern | actually goated
Tatsugiri | Bacalau
Chi-Yu | Estrugido
Flutter Mane | AndorBioleta
Corviknight | Uvar
Gallade | Kingambit
Hatterene | Mommy
Kingambit | Daddy
Corviknight | birb
Great Tusk | elephante
Eelektross | immune
Palafin | birb
Tatsugiri | Bacalau
Chi-Yu | Estrugido
Flutter Mane | AndorBioleta
Iron Hands | Emplastro
Tatsugiri | Bacalau
Chi-Yu | Estrugido
Flutter Mane | AndorBioleta
Chien-Pao | Diego
Palafin | Azure Hero
Roaring Moon | Roaring Croissant
Flutter Mane | The Weave
Tyranitar | Ttar
Tinkaton | shes a lil gal
Azumarill | jay was onto smth
Lucario | gen 4/6 staple
Toxapex | Specs Hex Pex
Maushold | Pet mice
Kingambit | Daddy
Dragonite | Brother
Amoonguss | Sussy Baka
Mimikyu | Pin
Hatterene | rips
Torkoal | Canyon
Talonflame | who tf uses this
Hydreigon | good pick (not)
Azumarill | jay was onto smth
Lucario | gen 4/6 staple
Bellibolt | Jelli Belli
Wo-Chien | Rosetta
Cloyster | The Count
Foongus | Safety First!
Flutter Mane | Pearls
Gothitelle | Egirl
Scream Tail | SSJ3 Jiggly
Palafin | world's end
Flutter Mane | LIFE HATER
Gothitelle | PAINFUL LIFE
Chi-Yu | LOVE BETRAYAL
Flutter Mane | Sasha Colby
Arcanine | Raja
Garganacl | Table Salt
Sylveon | Lucky
Sableye | Creature
Corviknight | Knightfall
Flutter Mane | Pearls
Scream Tail | SSJ3 Jiggly
Palafin | world's end
Flutter Mane | LIFE HATER
Gothitelle | PAINFUL LIFE
Ting-Lu | depression
Roaring Moon | 鬼月
Brambleghast | 草王
Iron Hands | 金刚
Gothitelle | Addams
Scream Tail | LaPetiteMort
Palafin | Bonnie Tyler
Glimmora | Filmora
Arcanine | ReoNa
Flutter Mane | Itachi Rin
Flutter Mane | Sasha Colby
Gyarados | Bianca
Flutter Mane | flutter ya mane
Chi-Yu | LOVE BETRAYAL
Iron Bundle | IDOL
Iron Hands | handful of bitches
Flutter Mane | Sasha Colby
Baxcalibur | Katya
Chien-Pao | Bundle
Dragapult | Dnite
Arcanine | ChiYu
Flutter Mane | Mimi
Iron Jugulis | Whaaaaaat.
Garchomp | Dommy Mommy
Mismagius | SUPERIOR Esmerelda
Flutter Mane | Sasha Colby
Gyarados | Bianca
Baxcalibur | Katya
Iron Jugulis | Whaaaaaat.
Garchomp | Dommy Mommy
Chien-Pao | Tara
Annihilape | Monkey Business
Iron Bundle | Happy Holidays
Annihilape | Baki
Maushold | Home
Brute Bonnet | Mycesaurus
Arcanine | ChiYu
Amoonguss | WoChien
Palafin | Dozo
Flutter Mane | Mimi
Dondozo | Namazu
Tatsugiri | Ghost
Glimmora | Sulfera
Baxcalibur | King Arthur
Gallade | sharpguy
Iron Bundle | Nuevo Mundo
Chi-Yu | Tatuaje falso
Tatsugiri | DiabloDeTuCorazón
Dondozo | Chico de la tapa
Dachsbun | Glut-ton
Chi-Yu | Hell-Fish
Baxcalibur | Exca-liber
Sandy Shocks | Iron-Sands
Dondozo | Namazu
Tatsugiri | Ghost
Glimmora | Sulfera
Baxcalibur | King Arthur
Amoonguss | モロバレル
Arcanine | ウインディ
Palafin | イルカマン
Dragonite | カイリュー
Rotom | dont miss
Chien-Pao | Cp
Dragonite | Dnite
Roaring Moon | 鬼月
Brambleghast | 草王
Flutter Mane | 亚梦
Chi-Yu | 天道
Great Tusk | Great Trunks
Gothitelle | High Priest
Flutter Mane | Bishop Mane
Tyranitar | DeaconTyrant
Arboliva | Need More Thyme
Palafin | Starkist
Baxcalibur | Bomb Pop
Scream Tail | Mochi
Torkoal | Dawg
Chi-Yu | Beverly
Scizor | Revenger
Palafin | Riptide
Arcanine | Wildfire
Amoonguss | Eternal
Palafin | OG FLIPPER
Torkoal | GroudonJr
Chi-Yu | Gmax Zard
Dachsbun | PresserOfBodies
Flutter Mane | SuperSpecs
Arcanine | ChiYu
Amoonguss | WoChien
Flutter Mane | Ferb
Garchomp | Baljeet
Iron Bundle | Carl
Rotom | dont miss
Chien-Pao | Unholy confessions
Pelipper | Teardrops
Palafin | Silvera
Iron Hands | Got the life
Arcanine | Banana
Flutter Mane | Passionfruit
Stonjourner | Papaya
Farigiraf | Cherry
Murkrow | Pawn
Gyarados | Knight
Tsareena | Queen
Ting-Lu | Rook
Talonflame | Cotcotcotcot
Garchomp | Grrrrrrr
Chien-Pao | Woafwoaf
Rotom | Vrouuuum
Garganacl | Gargañoclo
Abomasnow | 神奥的雪
Annihilape | Shadow
Chi-Yu | Froggy
Iron Bundle | E-102 Gamma
Tinkaton | Amy Rose
Quaquaval | tonin a cicogn
Chien-Pao | Don Ciro
Vivillon | Viola
Gyarados | Lance
Grimmsnarl | Marnie
Garchomp | Cynthia
Dondozo | Surfin USA
Tatsugiri | Beach Boys
Pelipper | Finding Nemo Bird
Drednaw | Pokemon Unite
Amoonguss | Cordyceps
Arcanine | China
Amoonguss | Spain
Baxcalibur | Iceland
Gholdengo | Ghana
Palafin | Kdot
Iron Bundle | arc9 users are gay
Ditto | im lgbt
Chien-Pao | lgbt
Chi-Yu | qia
Ting-Lu | cow
Slowbro | i dont die
Scizor | one punt
Indeedee | support
Flutter Mane | Pearls
Gothitelle | Ironmouse
Scream Tail | SSJ3 Jiggly
Chi-Yu | Chi-Chi
Flutter Mane | Pearls
Scream Tail | SSJ3 Jiggly
Flutter Mane | FlipperBrain
Chi-Yu | Chi Who?
Torkoal | Porkoal
Lilligant | Pimplegant
Dragonite | Stormi
Tauros | Huckleberry
Oranguru | 不可爱
Annihilape | 很不可爱
Sylveon | 超可爱
Hatterene | 小可爱
Tyranitar | Cuddles
Rotom | Bluster Buster
Hatterene | Millinery
Hariyama | Booper
Hatterene | Millinery
Garchomp | Fagioli 2-0
Gyarados | Cuadrado 3-2
Gholdengo | Higuain 3-2
Iron Hands | Marchisio 2-1
Kilowattrel | Milo
Dragonite | Bruno Mars
Chien-Pao | Charlie Puth
Iron Hands | Lewis Capaldi
Amoonguss | Impostor
Annihilape | Tarzan
Iron Bundle | Chilly Willy
Gyarados | Lance
Flutter Mane | Sada
Grimmsnarl | Marnie
Dragonite | Ditt0
Ditto | Dittoo
Baxcalibur | Ditto0
Amoonguss | Shroomo
Breloom | Brebre
Flutter Mane | Kirisak1
Gothitelle | chrome
Gastrodon | Slug
Arcanine | Doggy
Flutter Mane | GucciMane
Palafin | homelander
Annihilape | funni monke
Ting-Lu | I HATE FUN
Roaring Moon | Moon Knight
Corviknight | Bloodwing
Iron Hands | Super Hans
Klefki | Kile
Torkoal | Art
Iron Hands | Shiro
Flutter Mane | Malt
Eiscue | DanoninhoIce
Abomasnow | Abominavel
Iron Bundle | MrRobot
Bellibolt | Nhonho
Ting-Lu | Bullwinkle
Dragonite | NightTrain
Farigiraf | EvilOlive
Annihilape | SpookyMonkey
Torkoal | CaptainMagma
Palafin | Test Fin
Sylveon | Ribbon
Kilowattrel | Milo
Annihilape | angy boy
Ting-Lu | ITS A 1 HIT KO
Iron Hands | daril
Amoonguss | fungus
Gallade | Nanami
Corviknight | Yata-Garasu
Scream Tail | Ariana
Gyarados | Lance
Grimmsnarl | Marnie
Garchomp | Cynthia
Flutter Mane | regular misdreavus
Scizor | Bullet punhc
Amoonguss | gus
Iron Hands | poof
Bruxish | Bocachula
Annihilape | Denjiape
Maushold | Maus Zedong
Flutter Mane | Tali
Talonflame | Garrus
Tatsugiri | 나두쭈잉
Dondozo | 돈내놔
Chi-Yu | 불고기
Flutter Mane | 날치알주먹밥
Farigiraf | Fridge Giraffe
Flutter Mane | 1899
Iron Hands | 5UM0
Ting-Lu | Claude
Flutter Mane | Gravestone
Amoonguss | Mellow
Palafin | Link
Amoonguss | Farosh
Arcanine | Dinraal
Flutter Mane | Zelda
Dragapult | Dnite
Amoonguss | WoChien
Arcanine | ChiYu
Flutter Mane | Mimi
Dondozo | Papa
Brute Bonnet | Sus v2
Chien-Pao | Pa-PAO
Tinkaton | 🌺
Kingambit | ⚔
Iron Bundle | 🧊
Garganacl | 🪨
Indeedee | F
Armarouge | woo
Ting-Lu | L + bozo
Farigiraf | <3
Garganacl | salt cure
Indeedee | F
Armarouge | woo
Ting-Lu | L + bozo
Quaquaval | tonin a cicogn
Chien-Pao | Don Ciro
Azumarill | zoomie
Torkoal | Luigi
Dachsbun | Cagnotta
Kingambit | Queengambit
Garganacl | Luck
Gyarados | Magna
Ting-Lu | Asta
Flutter Mane | Vanessa
Amoonguss | Brita
Gyarados | Bianca
Arcanine | Raja
Garganacl | Luck
Gyarados | Magna
Ting-Lu | Asta
Orthworm | Yuno
Amoonguss | Brita
Gyarados | Bianca
Arcanine | Raja
Palafin | Above
Dragapult | RulingWillB
Gyarados | Magna
Flutter Mane | Vanessa
Orthworm | Yuno
Garganacl | Luck
Gyarados | Magna
Ting-Lu | Asta
Orthworm | Yuno
Gyarados | Bianca
Arcanine | Raja
Amoonguss | Brita
Gyarados | Bianca
Arcanine | Raja
Garchomp | CHILENO
Gastrodon | TURBO
Amoonguss | ZASKO
Flutter Mane | ESPINETE
Gyarados | Cuadrado 3-2
Gholdengo | Higuain 3-2
Amoonguss | Ronaldo 2-1
Iron Jugulis | Whaaaaaat.
Garchomp | Dommy Mommy
Flutter Mane | SABRINA
Iron Hands | Pop
Gyarados | GYARA
Volcarona | Viccky
Iron Jugulis | Kostic 1-0
Garchomp | Fagioli 2-0
Iron Hands | Marchisio 2-1
Gyarados | La Gamba
Iron Hands | DonSopapo
Palafin | INEEDAHERO
Scream Tail | AAAAAAAAAAAA
Iron Jugulis | Whaaaaaat.
Garchomp | Dommy Mommy
Chien-Pao | Tara
Gholdengo | comotanlosmaquina
Talonflame | hola.
Iron Bundle | Pajaropinto
Chien-Pao | FLASH 2.0
Indeedee | Damagie
Armarouge | Damager
Torkoal | Boom Bang
Chien-Pao | Jambaoleopard
Gyarados | Cuadrado 3-2
Gholdengo | Higuain 3-2
Iron Hands | Marchisio 2-1
Amoonguss | Ronaldo 2-1
Roaring Moon | i like ya cut G
Gyarados | AAAAAAAAAA
Kingambit | MR HALO®
Dragonite | Silvally Flying
Amoonguss | *vineboom*
Gyarados | AAAAAAAAAA
Dachsbun | Hot Loaf
Flutter Mane | Ghost pepper
Chi-Yu | Smoked fillet
Garchomp | Fagioli 2-0
Gyarados | Cuadrado 3-2
Iron Hands | Marchisio 2-1
Amoonguss | Ronaldo 2-1
Iron Jugulis | Whaaaaaat.
Garchomp | Dommy Mommy
Chien-Pao | Tara
Kilowattrel | Goose
Iron Hands | the hand guy
Garganacl | mr minecraft
Chien-Pao | balcom
Sableye | me on tuesday
Roaring Moon | He Anger
Flutter Mane | Sleeper Pick
Gholdengo | Gholdengoing
Chien-Pao | Long Boye
Iron Jugulis | Whaaaaaat.
Garchomp | Dommy Mommy
Chien-Pao | Tara
Axew | Jaws
Slowpoke | Lil Paul
Shellder | Tampax
Pawmi | pikapawmi
Corviknight | Captain Holt
Arcanine | Lavaridge
Palafin | Mossdeep
Flutter Mane | Lilycove
Dragonite | Ever Grande
Shellder | Tampax
Dunsparce | DuDunn
Greavard | Candle Doge
Sandygast | Organic glory hole
Quaxly | I did not do 9/11
Corviknight | Captain Holt
Palafin | Mossdeep
Amoonguss | Fortree
Flutter Mane | Lilycove
Dragonite | Ever Grande
Corviknight | Odin
Gyarados | Slifer
Flutter Mane | Amity
Pawmot | Shifu
Palafin | Deontay Wilder
Hatterene | Clarita
Torkoal | Yayo palizas
Kingambit | Cmon Guy
Glimmora | Wheeeee!
Dondozo | Large Marge
Tatsugiri | Pee-wee
Breloom | GOAT
Flutter Mane | Hovering Cane
Maushold | samuel(s)
Chi-Yu | Chi-Nuke
Flutter Mane | Hovering Cane
Maushold | samuel(s)
Glimmora | Wheeeee!
Flutter Mane | Flutter Mid
Tatsugiri | Pee-wee
Armarouge | Flash Man
Indeedee | Indeed.com
Iron Bundle | Fumble
Wo-Chien | Woo-Baby
Breloom | GOAT
Baxcalibur | Dollar Store Sword
Flutter Mane | PUPPET
Ting-Lu | EARFQUAKE
Kingambit | LUMBERJACK
Palafin | SAFARI
Azumarill | zoomie
